世代,個体No,実値,適応度, 係数0, 係数1, 係数2, 係数3, 係数4, 係数5, 係数6, 係数7, 係数8, 係数9
6303,35,8.000,80.000,0.21,0.98,0.48,0.07,0.69,0.51,0.89,0.92,0.99,0.84
6304,54,8.000,80.000,0.17,0.75,0.25,0.30,1.00,0.92,0.94,0.69,0.73,0.50
6305,23,4.000,40.000,0.28,0.04,0.30,0.26,0.87,0.25,0.59,0.48,0.59,0.89
6306,80,4.000,40.000,0.41,0.92,0.26,0.15,0.55,0.41,0.53,0.11,0.60,0.92
6307,79,1.000,10.000,0.40,0.15,0.19,0.62,0.11,0.10,0.02,0.25,0.42,0.83
6308,69,6.000,60.000,0.16,0.93,0.16,0.71,0.23,0.59,0.69,0.95,0.75,0.10
6309,15,-1.000,-10.000,0.52,0.97,0.67,0.32,0.48,0.38,0.12,0.21,0.94,0.72
6310,23,8.000,80.000,0.23,0.46,0.33,0.02,0.39,0.69,0.18,0.70,0.53,0.97
6311,83,3.000,30.000,0.19,0.45,0.06,0.49,0.83,0.64,0.95,0.05,0.37,0.27
6312,42,8.000,80.000,0.35,0.13,0.22,0.38,0.30,0.57,0.03,0.76,0.62,0.54
6313,97,6.000,60.000,0.00,0.94,0.42,0.50,0.68,0.57,0.58,0.68,0.63,0.49
6314,10,8.000,80.000,0.02,0.48,0.18,0.65,0.98,0.85,0.66,0.39,0.63,0.99
6315,90,6.000,60.000,0.46,0.76,0.24,0.09,0.64,0.94,0.29,0.55,0.66,0.00
6316,55,8.000,80.000,0.04,0.69,0.07,0.78,0.23,0.93,0.71,0.41,0.55,0.73
6317,64,3.000,30.000,0.18,0.04,0.50,0.58,0.57,0.96,0.27,0.92,0.45,0.74
6318,95,6.000,60.000,0.01,0.41,0.20,0.76,0.84,0.80,0.38,0.84,0.64,0.15
6319,22,8.000,80.000,0.45,0.25,0.30,0.22,0.43,0.89,0.44,0.38,0.52,0.93
6320,74,6.000,60.000,0.16,0.17,0.05,0.98,0.77,0.51,0.82,0.83,0.79,0.02
6321,1,1.000,10.000,0.78,0.60,0.32,0.36,0.57,1.00,0.56,0.93,0.89,0.18
6322,29,8.000,80.000,0.32,0.73,0.27,0.26,0.26,0.85,0.56,0.54,0.76,0.52
6323,4,4.000,40.000,0.06,0.07,0.23,0.11,0.85,0.26,0.80,0.85,0.22,0.61
6324,64,6.000,60.000,0.50,0.19,0.07,0.71,0.01,0.63,0.64,0.67,0.74,0.15
6325,52,8.000,80.000,0.11,0.91,0.15,0.16,0.47,0.75,0.77,0.64,0.53,0.51
6326,62,8.000,80.000,0.42,0.97,0.03,0.82,0.61,0.80,0.96,0.42,0.50,0.92
6327,51,6.000,60.000,0.18,0.64,0.21,0.78,0.22,0.85,0.68,0.17,0.72,0.15
6328,94,8.000,80.000,0.49,0.96,0.13,0.46,0.72,0.72,0.40,0.18,0.93,0.57
6329,50,3.000,30.000,0.31,0.48,0.48,0.41,0.34,0.62,0.90,0.29,0.45,0.48
6330,20,4.000,40.000,0.22,0.95,0.43,0.11,0.66,0.17,0.87,0.13,0.22,0.70
6331,94,8.000,80.000,0.10,0.05,0.37,0.23,0.51,0.86,0.81,0.80,0.95,0.87
6332,39,8.000,80.000,0.19,0.93,0.36,0.67,0.55,0.52,0.91,0.25,0.50,0.51
6333,28,8.000,80.000,0.02,0.80,0.02,0.83,0.64,0.97,0.96,0.05,0.65,0.90
6334,32,6.000,60.000,0.30,0.39,0.05,0.98,0.51,0.83,0.96,0.08,0.72,0.02
6335,48,6.000,60.000,0.36,0.05,0.29,0.97,0.94,0.87,0.16,0.11,0.66,0.07
6336,56,6.000,60.000,0.02,0.85,0.36,0.01,0.05,0.68,0.90,0.96,0.85,0.49
6337,27,3.000,30.000,0.02,0.67,0.36,0.27,0.06,0.91,0.69,0.39,0.28,0.01
6338,21,6.000,60.000,0.38,0.15,0.18,0.47,0.77,0.59,0.45,0.18,0.86,0.15
6339,68,8.000,80.000,0.47,0.26,0.18,0.34,0.91,0.63,0.69,0.05,0.87,0.98
6340,80,6.000,60.000,0.28,0.49,0.40,0.86,0.62,0.83,0.81,0.26,0.72,0.34
6341,66,4.000,40.000,0.22,0.92,0.11,0.17,0.63,0.45,0.52,0.88,0.78,0.51
6342,50,6.000,60.000,0.11,0.72,0.09,0.94,0.55,0.78,0.79,0.99,0.59,0.06
6343,77,4.000,40.000,0.14,0.41,0.48,0.69,0.35,0.32,0.72,0.97,0.21,0.52
6344,18,8.000,80.000,0.38,0.34,0.08,0.51,0.73,0.94,0.95,0.81,0.80,0.55
6345,57,8.000,80.000,0.48,0.19,0.35,0.86,0.05,0.62,0.61,0.24,0.64,0.87
6346,35,3.000,30.000,0.20,0.62,0.01,0.67,0.88,0.99,0.91,0.26,0.20,0.97
6347,32,6.000,60.000,0.31,0.97,0.08,0.99,0.99,0.61,0.07,0.88,0.79,0.40
6348,5,8.000,80.000,0.10,0.22,0.01,0.93,0.31,0.99,0.38,0.52,0.63,0.58
6349,22,3.000,30.000,0.31,0.82,0.48,0.06,0.78,0.70,0.64,0.66,0.22,0.07
6350,48,6.000,60.000,0.05,0.94,0.03,0.11,0.71,0.52,0.97,0.45,0.99,0.34
6351,21,6.000,60.000,0.21,0.09,0.08,0.19,0.37,0.78,0.74,0.95,0.72,0.08
6352,35,4.000,40.000,0.03,0.83,0.30,0.38,0.72,0.04,0.86,0.57,0.79,0.60
6353,71,4.000,40.000,0.43,0.55,0.12,0.89,0.69,0.04,0.85,0.68,0.66,0.73
6354,10,6.000,60.000,0.13,0.87,0.43,0.59,0.47,0.59,0.15,0.27,0.82,0.39
6355,4,6.000,60.000,0.16,0.48,0.09,0.59,0.00,0.98,0.32,0.17,0.90,0.16
6356,79,6.000,60.000,0.28,0.96,0.30,0.90,0.22,0.57,0.97,0.27,0.50,0.48
6357,35,4.000,40.000,0.10,0.27,0.20,0.73,0.72,0.01,0.64,0.70,0.33,0.74
6358,4,4.000,40.000,0.11,0.37,0.28,0.97,0.30,0.37,0.85,0.49,0.44,0.97
6359,82,6.000,60.000,0.44,0.74,0.21,0.63,0.35,0.96,0.97,0.82,0.57,0.36
6360,1,3.000,30.000,0.15,0.85,0.79,0.73,0.67,0.20,0.64,0.41,0.19,0.73
6361,60,3.000,30.000,0.43,0.51,0.02,0.33,0.99,0.62,0.25,0.37,0.02,0.44
6362,60,3.000,30.000,0.21,0.33,0.74,0.83,0.13,0.12,0.66,0.36,0.22,0.99
6363,27,8.000,80.000,0.22,0.78,0.50,0.84,0.25,0.91,0.66,0.45,0.50,0.91
6364,29,8.000,80.000,0.32,0.16,0.15,0.47,0.11,0.69,0.15,0.84,0.89,0.78
6365,42,6.000,60.000,0.21,0.22,0.26,0.43,0.87,0.89,0.27,0.07,0.72,0.06
6366,31,4.000,40.000,0.19,0.07,0.20,0.83,0.20,0.49,0.80,0.75,0.11,0.52
6367,52,3.000,30.000,0.48,0.20,0.52,0.50,0.10,0.02,0.83,0.17,0.46,0.97
6368,20,3.000,30.000,0.41,0.47,0.45,0.83,0.72,0.52,0.58,0.93,0.50,0.18
6369,41,4.000,40.000,0.22,0.95,0.03,0.98,0.51,0.27,0.68,0.84,0.80,0.77
6370,38,3.000,30.000,0.14,0.56,0.14,0.43,0.47,0.99,0.90,0.53,0.46,0.89
6371,93,1.000,10.000,0.31,0.79,0.40,0.16,0.69,0.43,0.13,0.42,0.45,0.90
6372,46,4.000,40.000,0.26,0.55,0.23,0.36,0.45,0.41,0.79,0.06,0.70,0.78
6373,3,8.000,80.000,0.07,0.36,0.45,0.01,0.64,0.63,0.30,0.04,0.53,0.84
6374,2,6.000,60.000,0.40,0.41,0.41,0.29,0.83,0.80,0.52,0.71,0.83,0.32
6375,64,8.000,80.000,0.01,0.31,0.37,0.42,0.59,0.60,0.62,0.82,0.62,0.71
6376,43,8.000,80.000,0.35,0.10,0.49,0.70,0.06,0.99,0.63,0.14,0.71,0.68
6377,69,8.000,80.000,0.29,0.55,0.16,0.49,0.88,0.56,0.17,0.72,0.62,0.99
6378,56,1.000,10.000,0.48,0.90,0.34,0.40,0.55,0.06,0.27,0.08,0.62,0.44
6379,19,6.000,60.000,0.13,0.27,0.45,0.81,0.04,0.69,0.65,0.08,0.73,0.35
6380,30,8.000,80.000,0.10,0.14,0.47,0.51,0.49,0.74,0.27,0.78,0.87,0.86
6381,82,6.000,60.000,0.45,0.14,0.10,0.28,0.50,0.94,0.57,0.64,0.94,0.07
6382,74,8.000,80.000,0.35,0.18,0.19,0.44,0.61,0.87,0.35,0.55,1.00,0.76
6383,7,8.000,80.000,0.23,0.25,0.30,0.56,0.17,0.84,0.31,0.19,0.81,0.84
6384,54,8.000,80.000,0.18,0.79,0.15,0.40,0.68,0.81,0.73,0.82,0.79,0.52
6385,14,6.000,60.000,0.48,0.24,0.24,0.36,0.06,0.92,0.30,0.25,0.65,0.13
6386,67,4.000,40.000,0.02,0.48,0.30,0.52,0.77,0.21,0.51,0.86,0.16,0.88
6387,77,8.000,80.000,0.13,0.09,0.35,0.24,0.91,0.94,0.18,0.19,0.84,0.70
6388,89,6.000,60.000,0.11,0.36,0.11,0.12,0.74,0.69,0.43,0.86,0.92,0.02
6389,64,3.000,30.000,0.31,0.44,0.28,0.36,0.00,0.87,0.18,0.63,0.36,0.46
6390,94,3.000,30.000,0.34,0.52,0.05,0.72,0.16,0.93,0.87,0.77,0.05,0.31
6391,28,8.000,80.000,0.32,0.94,0.24,0.51,0.61,0.54,0.16,0.60,0.51,0.99
6392,60,4.000,40.000,0.35,0.41,0.07,0.59,0.36,0.25,0.92,0.05,0.14,0.80
6393,8,1.000,10.000,0.84,0.98,0.46,0.56,0.16,0.62,0.74,0.59,0.14,0.31
6394,7,3.000,30.000,0.41,0.41,0.86,0.92,0.20,0.09,0.84,0.49,0.41,0.54
6395,1,6.000,60.000,0.24,0.43,0.47,0.68,0.32,0.87,0.56,0.86,0.77,0.45
6396,33,8.000,80.000,0.09,0.83,0.38,0.98,0.66,0.66,0.43,0.32,0.70,0.52
6397,97,8.000,80.000,0.31,0.74,0.18,0.47,0.49,0.79,0.83,0.26,0.73,0.68
6398,49,4.000,40.000,0.01,0.67,0.48,0.80,0.50,0.19,0.66,0.08,0.23,0.83
6399,6,3.000,30.000,0.43,0.93,0.32,0.60,0.86,0.62,0.24,0.06,0.22,0.28
6400,17,3.000,30.000,0.47,0.42,0.37,0.62,0.23,0.82,0.35,0.20,0.36,0.53
6401,69,8.000,80.000,0.31,0.24,0.14,0.25,0.46,0.51,0.96,0.71,0.77,0.69
6402,24,1.000,10.000,0.96,0.77,0.31,0.92,0.75,0.66,0.85,0.38,0.32,0.18
6403,40,6.000,60.000,0.33,0.20,0.03,0.26,0.22,0.51,0.93,0.47,0.66,0.13
6404,48,8.000,80.000,0.09,0.63,0.24,0.01,0.86,0.62,0.47,0.44,0.88,0.65
6405,72,6.000,60.000,0.06,0.68,0.29,0.43,0.97,0.73,0.54,0.33,0.92,0.24
6406,20,4.000,40.000,0.42,0.18,0.39,0.05,0.65,0.29,0.84,0.50,0.38,0.61
6407,59,8.000,80.000,0.24,0.65,0.32,0.36,0.07,0.61,0.88,0.27,0.98,0.81
6408,20,8.000,80.000,0.36,0.97,0.33,0.54,0.87,0.93,0.47,0.52,0.87,0.88
6409,58,8.000,80.000,0.32,0.37,0.49,0.78,0.71,0.86,0.19,0.18,0.57,0.82
6410,29,8.000,80.000,0.34,0.97,0.44,0.61,0.21,0.89,0.41,0.50,0.97,0.86
6411,6,3.000,30.000,0.16,0.88,0.84,0.26,0.24,0.21,0.60,0.23,0.49,0.56
6412,77,8.000,80.000,0.47,0.54,0.04,0.10,0.02,0.57,0.08,0.57,0.91,0.92
6413,6,8.000,80.000,0.29,0.69,0.27,0.81,0.95,0.90,0.76,0.99,0.74,0.66
6414,42,8.000,80.000,0.27,0.65,0.23,0.83,0.95,0.53,0.24,0.19,0.93,0.93
6415,32,6.000,60.000,0.23,0.51,0.44,0.33,0.74,0.51,0.83,0.42,0.86,0.49
6416,9,1.000,10.000,0.05,0.96,0.84,0.96,0.66,0.49,0.46,0.11,0.53,0.95
6417,1,3.000,30.000,0.29,0.85,0.44,0.57,0.30,0.57,0.70,0.08,0.43,0.01
6418,54,4.000,40.000,0.45,0.58,0.20,0.58,0.80,0.10,0.88,0.15,0.11,0.82
6419,47,6.000,60.000,0.45,0.43,0.35,0.28,0.89,0.66,0.29,0.10,0.50,0.30
6420,9,8.000,80.000,0.42,0.88,0.47,0.19,0.29,0.60,0.81,0.11,0.72,0.93
6421,5,4.000,40.000,0.19,0.71,0.39,0.14,0.83,0.25,0.78,0.37,0.14,0.91
6422,27,6.000,60.000,0.25,0.65,0.09,0.65,0.20,0.98,0.01,0.06,0.81,0.30
6423,29,6.000,60.000,0.26,0.03,0.08,0.59,0.07,0.69,0.49,0.60,0.72,0.20
6424,91,3.000,30.000,0.21,0.15,0.10,0.36,0.29,0.60,0.47,0.45,0.14,0.05
6425,23,6.000,60.000,0.41,0.25,0.46,0.34,0.47,0.65,0.52,0.91,0.73,0.40
6426,11,8.000,80.000,0.14,0.81,0.13,0.64,0.78,0.71,0.68,0.92,0.61,0.97
6427,30,8.000,80.000,0.10,0.36,0.38,0.22,0.79,0.92,0.47,0.04,0.78,0.79
6428,82,6.000,60.000,0.02,0.62,0.31,0.64,0.59,0.66,0.58,0.78,0.88,0.26
6429,27,8.000,80.000,0.41,0.11,0.00,0.26,0.68,0.53,0.07,0.65,0.56,0.59
6430,7,3.000,30.000,0.30,0.16,0.44,0.06,0.62,0.59,0.30,0.39,0.33,0.78
6431,94,8.000,80.000,0.43,0.88,0.30,0.21,0.75,0.85,0.53,0.89,0.58,0.68
6432,51,1.000,10.000,0.44,0.90,0.51,0.55,0.88,0.37,0.16,0.23,0.88,0.70
6433,62,3.000,30.000,0.03,0.35,0.07,0.36,0.55,0.69,0.65,0.14,0.04,0.69
6434,46,4.000,40.000,0.16,0.73,0.26,0.88,0.04,0.22,0.72,0.38,0.66,0.74
6435,9,6.000,60.000,0.26,0.76,0.47,0.57,0.82,0.83,0.42,0.81,0.66,0.15
6436,29,3.000,30.000,0.34,0.54,0.61,0.11,0.74,0.19,0.50,0.22,0.10,0.86
6437,10,8.000,80.000,0.38,0.19,0.36,0.49,0.13,0.78,0.83,0.41,1.00,0.95
6438,93,3.000,30.000,0.09,0.34,0.23,0.88,0.24,0.97,0.19,0.51,0.43,0.01
6439,24,8.000,80.000,0.31,0.67,0.35,0.64,0.49,0.78,0.21,0.33,0.90,0.93
6440,3,3.000,30.000,0.29,0.60,0.53,0.14,0.18,0.30,0.94,0.94,0.12,0.91
6441,29,4.000,40.000,0.22,0.77,0.48,0.79,0.87,0.11,0.88,0.05,0.31,0.69
6442,46,8.000,80.000,0.19,0.61,0.31,0.90,0.41,0.94,0.91,0.26,0.57,0.86
6443,20,4.000,40.000,0.35,0.54,0.27,0.37,0.74,0.44,0.63,0.22,0.78,0.76
6444,84,6.000,60.000,0.32,0.28,0.09,0.98,0.02,0.63,0.70,0.13,0.75,0.29
6445,6,8.000,80.000,0.23,0.37,0.07,0.90,0.88,0.84,0.94,0.63,0.94,0.52
6446,16,6.000,60.000,0.09,0.57,0.04,0.24,0.41,0.62,0.98,0.42,0.75,0.26
6447,21,8.000,80.000,0.01,0.36,0.04,0.57,0.97,0.52,0.06,0.15,0.75,0.72
6448,18,4.000,40.000,0.29,0.04,0.03,0.80,0.26,0.38,0.78,0.61,0.78,0.56
6449,13,6.000,60.000,0.20,0.31,0.30,0.90,0.51,0.90,0.75,0.90,0.50,0.06
6450,29,6.000,60.000,0.25,0.91,0.31,0.44,0.78,0.59,0.33,0.29,0.70,0.07
6451,57,8.000,80.000,0.47,0.65,0.19,0.69,0.64,0.98,0.91,0.21,0.77,0.67
6452,40,3.000,30.000,0.26,0.26,0.40,0.53,0.22,0.98,0.46,0.92,0.27,0.84
6453,41,4.000,40.000,0.49,0.47,0.41,0.78,1.00,0.35,0.81,0.57,0.20,0.87
6454,71,6.000,60.000,0.22,0.17,0.09,0.87,0.89,0.92,0.50,0.23,0.64,0.48
6455,10,6.000,60.000,0.35,0.52,0.42,0.79,0.90,0.79,0.52,0.18,0.71,0.20
6456,55,3.000,30.000,0.35,0.37,0.02,0.22,0.91,0.77,0.73,0.99,0.32,0.81
6457,28,8.000,80.000,0.18,0.67,0.27,0.00,0.23,0.99,0.43,0.05,0.56,1.00
6458,57,3.000,30.000,0.44,0.28,0.27,0.93,0.91,0.81,0.45,0.64,0.33,0.89
6459,30,1.000,10.000,0.45,0.83,0.97,0.85,0.54,0.45,0.35,0.26,0.37,0.64
6460,67,4.000,40.000,0.47,0.30,0.47,0.35,0.31,0.18,0.51,0.84,0.49,0.68
6461,45,6.000,60.000,0.35,0.72,0.42,0.42,0.28,0.81,0.81,0.78,0.53,0.23
6462,57,8.000,80.000,0.34,0.41,0.28,0.83,0.05,0.80,0.61,0.38,0.64,0.60
6463,53,4.000,40.000,0.29,0.06,0.44,0.58,0.39,0.06,0.70,0.44,0.61,0.73
6464,53,6.000,60.000,0.03,0.70,0.18,0.52,0.53,0.92,0.22,0.42,0.71,0.12
6465,9,8.000,80.000,0.10,0.57,0.45,0.82,0.23,0.56,0.60,0.37,0.65,0.98
6466,45,3.000,30.000,0.37,0.62,0.36,0.90,0.05,0.69,0.05,0.14,0.39,0.26
6467,33,8.000,80.000,0.29,0.80,0.02,0.50,0.88,0.81,0.87,0.47,0.82,0.79
6468,91,8.000,80.000,0.30,0.67,0.03,0.63,0.22,0.98,0.10,0.52,0.90,0.86
6469,82,8.000,80.000,0.42,0.69,0.02,0.93,0.97,0.69,0.27,0.04,0.65,0.76
6470,46,8.000,80.000,0.13,0.05,0.47,0.82,0.19,0.59,0.94,0.36,0.93,0.64
6471,29,6.000,60.000,0.13,0.63,0.06,0.24,0.87,0.78,0.93,0.40,0.62,0.34
6472,39,8.000,80.000,0.21,0.39,0.09,0.23,0.18,0.79,0.28,0.03,0.60,0.89
6473,81,3.000,30.000,0.45,0.85,0.39,0.66,0.76,0.58,0.39,0.53,0.16,0.62
6474,4,6.000,60.000,0.04,0.10,0.23,0.51,0.86,0.98,0.33,0.71,0.87,0.02
6475,86,6.000,60.000,0.04,0.60,0.12,0.09,0.94,0.74,0.59,0.56,0.86,0.07
6476,27,3.000,30.000,0.21,0.58,0.81,0.32,0.81,0.17,0.95,0.23,0.42,0.82
6477,10,4.000,40.000,0.23,0.20,0.01,0.00,0.46,0.29,0.58,0.59,0.70,0.55
6478,80,4.000,40.000,0.00,0.71,0.20,0.03,0.76,0.18,0.78,0.43,0.24,0.74
6479,16,3.000,30.000,0.20,0.63,0.38,0.55,0.96,0.58,0.38,0.41,0.30,0.77
6480,68,8.000,80.000,0.22,0.10,0.40,0.27,0.38,0.70,0.73,0.17,0.63,0.67
6481,91,8.000,80.000,0.22,0.91,0.26,0.22,0.84,0.58,0.56,0.48,0.56,0.91
6482,46,1.000,10.000,0.26,0.26,0.10,0.22,0.77,0.08,0.49,0.04,0.39,0.96
6483,70,6.000,60.000,0.48,0.60,0.27,0.16,0.46,0.72,0.48,0.01,0.81,0.14
6484,46,6.000,60.000,0.23,0.82,0.32,0.31,0.60,0.99,0.39,0.90,0.57,0.49
6485,59,8.000,80.000,0.11,0.76,0.33,0.35,0.60,0.86,0.30,0.60,0.98,0.90
6486,39,6.000,60.000,0.49,0.79,0.13,0.05,0.77,0.87,0.37,0.53,0.50,0.00
6487,24,8.000,80.000,0.48,0.52,0.23,0.59,0.20,0.79,0.14,0.35,0.70,0.86
6488,45,8.000,80.000,0.42,0.15,0.25,0.14,0.02,0.99,0.76,0.32,0.93,0.70
6489,64,8.000,80.000,0.00,0.58,0.16,0.83,0.99,0.64,0.96,0.47,0.57,0.99
6490,4,4.000,40.000,0.35,0.86,0.00,0.48,0.31,0.06,0.97,0.23,0.79,0.56
6491,34,6.000,60.000,0.13,0.62,0.23,0.14,0.83,0.77,0.21,0.20,0.68,0.48
6492,94,8.000,80.000,0.34,0.13,0.42,0.26,0.85,0.82,0.35,0.14,0.50,0.86
6493,12,3.000,30.000,0.40,0.39,0.40,0.56,0.08,0.94,0.11,0.85,0.30,0.21
6494,16,6.000,60.000,0.47,0.94,0.47,0.07,0.27,0.96,0.33,0.12,0.52,0.20
6495,33,3.000,30.000,0.46,0.92,0.28,0.56,0.50,0.51,0.92,0.19,0.11,0.64
6496,21,6.000,60.000,0.28,0.96,0.13,0.45,0.24,0.85,0.20,0.99,0.67,0.14
6497,36,8.000,80.000,0.21,0.94,0.22,0.61,0.05,0.67,0.50,0.20,0.87,0.53
6498,37,8.000,80.000,0.15,0.29,0.23,0.37,0.74,0.96,0.60,0.54,0.66,0.71
6499,89,8.000,80.000,0.18,0.90,0.03,0.90,0.33,0.56,0.72,0.72,0.93,0.73
6500,63,4.000,40.000,0.29,0.32,0.19,0.67,0.74,0.40,0.58,0.12,0.39,0.58
6501,45,6.000,60.000,0.25,0.37,0.49,0.51,0.21,0.57,0.72,0.94,0.57,0.16
6502,89,3.000,30.000,0.28,0.19,0.39,0.68,0.07,0.75,0.20,0.06,0.48,0.63
6503,12,6.000,60.000,0.16,0.58,0.16,0.34,0.74,0.61,0.01,0.09,0.57,0.46
6504,86,3.000,30.000,0.24,0.07,0.44,0.39,0.70,0.60,0.05,0.77,0.28,0.62
6505,12,8.000,80.000,0.37,0.19,0.00,0.61,0.12,0.67,0.98,0.05,0.89,0.60
6506,85,6.000,60.000,0.43,0.81,0.22,0.28,0.07,0.74,0.85,0.79,0.68,0.46
6507,64,8.000,80.000,0.38,0.53,0.06,0.74,0.48,0.88,0.81,0.43,0.64,0.67
6508,92,8.000,80.000,0.10,0.04,0.25,0.46,0.80,0.52,0.89,0.69,0.66,0.74
6509,34,8.000,80.000,0.50,0.64,0.26,0.59,0.86,0.91,0.29,0.65,0.77,0.81
6510,88,3.000,30.000,0.23,0.86,0.71,0.21,0.42,0.06,0.51,0.83,0.34,0.52
6511,47,8.000,80.000,0.11,0.91,0.08,0.32,0.76,0.83,1.00,0.31,0.66,0.94
6512,63,8.000,80.000,0.03,0.46,0.19,0.34,0.79,0.54,0.68,0.52,0.92,0.65
6513,36,8.000,80.000,0.03,0.20,0.15,0.89,0.63,0.66,0.63,1.00,0.62,0.87
6514,62,8.000,80.000,0.12,0.28,0.42,0.06,0.35,0.59,0.65,0.28,0.94,0.84
6515,16,8.000,80.000,0.01,0.26,0.23,0.19,0.93,0.73,0.85,0.22,0.86,0.55
6516,77,8.000,80.000,0.37,0.30,0.22,0.18,0.05,0.50,0.12,0.02,0.76,0.94
6517,80,8.000,80.000,0.12,0.39,0.14,0.48,0.28,0.99,0.90,0.42,0.67,0.91
6518,40,3.000,30.000,0.12,0.85,0.35,0.38,0.50,1.00,0.28,0.45,0.28,0.80
6519,10,3.000,30.000,0.02,0.50,0.44,0.71,0.25,0.84,0.49,0.16,0.03,0.66
6520,1,6.000,60.000,0.26,0.82,0.06,0.21,0.04,0.99,0.59,0.24,0.66,0.30
6521,97,6.000,60.000,0.14,0.67,0.24,0.08,0.68,0.62,0.50,0.30,0.89,0.15
6522,94,6.000,60.000,0.00,0.81,0.45,0.75,0.15,0.68,0.15,0.78,0.56,0.01
6523,47,8.000,80.000,0.00,0.98,0.25,0.14,0.99,0.95,0.74,0.65,0.51,0.77
6524,41,8.000,80.000,0.49,1.00,0.31,0.82,0.04,0.92,0.06,0.69,0.57,0.91
6525,59,0.000,0.000,0.12,0.11,0.91,0.80,0.23,0.88,0.51,0.76,0.90,0.62
6526,35,4.000,40.000,0.14,0.90,0.07,0.60,0.83,0.15,0.98,0.65,0.36,0.95
6527,12,6.000,60.000,0.20,0.57,0.38,0.22,0.88,0.61,0.47,0.25,0.78,0.36
6528,93,6.000,60.000,0.40,0.90,0.42,0.32,0.34,0.98,0.62,0.67,0.76,0.47
6529,11,8.000,80.000,0.37,0.18,0.08,0.01,0.38,0.80,0.70,0.44,0.59,0.60
6530,36,8.000,80.000,0.12,0.71,0.48,0.89,0.67,0.92,0.96,0.60,0.55,0.92
6531,46,6.000,60.000,0.16,0.26,0.08,0.35,0.14,0.76,0.80,0.13,0.70,0.22
6532,14,3.000,30.000,0.03,0.37,0.20,0.99,0.29,0.64,0.44,0.91,0.20,0.49
6533,25,8.000,80.000,0.47,0.91,0.34,0.61,0.95,0.92,0.29,0.13,0.51,0.72
6534,79,6.000,60.000,0.17,0.23,0.08,0.19,0.37,0.82,0.66,0.32,0.83,0.32
6535,62,6.000,60.000,0.04,0.42,0.17,0.34,0.83,0.91,0.24,0.04,0.94,0.26
6536,7,4.000,40.000,0.45,0.44,0.15,0.93,0.65,0.03,0.87,0.69,0.59,0.63
6537,6,6.000,60.000,0.24,0.01,0.10,0.50,0.03,0.68,0.78,0.05,0.79,0.41
6538,55,8.000,80.000,0.48,0.25,0.20,0.73,0.23,0.74,0.88,0.21,0.80,0.63
6539,68,4.000,40.000,0.02,0.30,0.35,0.52,0.56,0.01,0.93,0.91,0.74,0.69
6540,70,3.000,30.000,0.22,0.70,0.47,0.38,0.14,0.88,0.54,0.66,0.42,0.59
6541,17,4.000,40.000,0.32,0.26,0.32,0.47,0.40,0.14,0.62,0.41,0.37,0.86
6542,8,8.000,80.000,0.38,0.81,0.49,0.96,0.18,0.63,0.16,0.14,0.52,0.64
6543,28,6.000,60.000,0.08,0.95,0.15,0.84,0.60,0.72,0.78,0.21,0.80,0.22
6544,77,8.000,80.000,0.30,0.61,0.15,0.03,0.24,0.82,0.60,0.43,0.83,0.68
6545,36,4.000,40.000,0.03,0.82,0.26,0.64,0.36,0.47,0.71,0.13,0.90,0.68
6546,73,6.000,60.000,0.43,0.42,0.44,0.34,0.18,0.73,0.73,0.24,0.61,0.17
6547,95,4.000,40.000,0.38,0.83,0.19,0.88,0.86,0.49,0.78,0.40,0.82,0.57
6548,36,6.000,60.000,0.37,0.37,0.32,0.43,0.66,0.77,0.90,0.05,0.91,0.49
6549,74,6.000,60.000,0.23,0.93,0.17,0.73,0.36,0.90,0.07,0.88,0.79,0.28
6550,27,8.000,80.000,0.50,0.12,0.23,0.60,0.90,0.98,0.18,0.30,0.71,0.61
6551,75,6.000,60.000,0.04,0.94,0.45,0.32,0.21,0.75,0.08,0.09,0.57,0.13
6552,21,8.000,80.000,0.29,0.92,0.04,0.49,0.57,0.61,0.54,0.16,0.62,0.65
6553,24,1.000,10.000,0.23,0.44,0.17,0.20,0.81,0.31,0.01,0.22,0.33,0.80
6554,50,3.000,30.000,0.41,0.52,0.70,0.52,0.48,0.12,1.00,0.17,0.63,0.97
6555,55,8.000,80.000,0.45,0.92,0.46,0.20,0.69,0.54,0.73,0.29,0.54,0.68
6556,74,8.000,80.000,0.09,0.16,0.03,0.96,0.25,0.55,0.49,0.47,0.72,0.76
6557,89,3.000,30.000,0.35,0.15,0.16,0.11,0.44,0.93,0.81,0.49,0.45,0.09
6558,51,4.000,40.000,0.22,1.00,0.03,0.25,0.07,0.13,0.61,0.39,0.01,0.87
6559,40,8.000,80.000,0.23,0.11,0.12,0.55,0.57,0.54,0.55,0.84,0.51,0.69
6560,66,8.000,80.000,0.06,0.52,0.08,0.34,0.30,0.72,0.54,0.29,0.89,0.95
6561,19,6.000,60.000,0.25,0.10,0.07,0.15,0.61,0.98,0.96,0.50,0.83,0.48
6562,74,6.000,60.000,0.27,0.41,0.47,0.01,0.31,0.59,0.62,0.54,0.82,0.09
6563,96,6.000,60.000,0.11,0.88,0.08,0.11,0.47,0.69,0.02,0.52,0.55,0.31
6564,79,6.000,60.000,0.20,0.59,0.12,0.84,0.04,0.99,0.40,0.44,0.73,0.50
